DATE_,ADJ CLOSE_GOOGL,CLOSE_GOOGL,HIGH_GOOGL,LOW_GOOGL,OPEN_GOOGL,VOLUME_GOOGL
2025-05-14,165.02244567871094,165.3699951171875,167.0,159.61000061035156,159.9600067138672,48755900
2025-05-15,163.61541748046875,163.9600067138672,166.2100067138672,162.3699951171875,165.83999633789062,33146700
2025-05-16,165.84072875976562,166.19000244140625,169.35000610351562,165.6199951171875,167.72999572753906,42846900
2025-05-19,166.1899871826172,166.5399932861328,166.63999938964844,164.22000122070312,164.50999450683594,30426100
2025-05-20,163.63536071777344,163.97999572753906,168.5,162.89999389648438,166.42999267578125,46607700
2025-05-21,168.20574951171875,168.55999755859375,173.13999938964844,163.55999755859375,163.69000244140625,73416000
2025-05-22,170.51087951660156,170.8699951171875,176.77000427246094,170.7100067138672,171.85000610351562,74864400
2025-05-23,168.11593627929688,168.47000122070312,169.9600067138672,167.88999938964844,169.05999755859375,35211400
2025-05-27,172.53662109375,172.89999389648438,173.1699981689453,170.0,170.16000366210938,37995700
2025-05-28,171.9977569580078,172.36000061035156,175.27000427246094,171.91000366210938,173.16000366210938,34784000
2025-05-29,171.49880981445312,171.86000061035156,174.4199981689453,170.6300048828125,174.0,29317300
2025-05-30,171.37905883789062,171.74000549316406,172.2100067138672,167.44000244140625,171.35000610351562,52639900
2025-06-02,168.6747589111328,169.02999877929688,169.8699951171875,167.38999938964844,167.83999633789062,38612300
2025-06-03,165.8307342529297,166.17999267578125,168.47999572753906,165.27999877929688,167.49000549316406,45084900
2025-06-04,167.6968231201172,168.0500030517578,168.22000122070312,166.36000061035156,166.74000549316406,26900800
2025-06-05,167.8564910888672,168.2100067138672,170.92999267578125,167.58999633789062,170.33999633789062,36379100
2025-06-06,173.3149871826172,173.67999267578125,174.5,170.8300018310547,170.8300018310547,35731800
2025-06-09,175.93264770507812,176.08999633789062,176.47000122070312,174.3699951171875,174.5399932861328,28935900
2025-06-10,178.44041442871094,178.60000610351562,181.11000061035156,174.91000366210938,176.1999969482422,61766100
2025-06-11,177.1915283203125,177.35000610351562,180.3699951171875,176.75,179.77000427246094,31646800
2025-06-12,175.54299926757812,175.6999969482422,176.72000122070312,174.75,176.17999267578125,20941900
2025-06-13,174.513916015625,174.6699981689453,177.1300048828125,172.38999938964844,172.44000244140625,27663100
2025-06-16,176.61204528808594,176.77000427246094,176.94000244140625,174.64999389648438,174.72999572753906,27389200
2025-06-17,175.7927703857422,175.9499969482422,177.36000061035156,174.5800018310547,175.6999969482422,24973000
2025-06-18,173.16513061523438,173.32000732421875,176.55999755859375,173.1999969482422,176.00999450683594,28707500
2025-06-20,166.4910888671875,166.63999938964844,174.33999633789062,165.4600067138672,173.9499969482422,75659900
2025-06-23,165.04238891601562,165.19000244140625,167.33999633789062,162.0,166.27000427246094,57671000
2025-06-24,166.62098693847656,166.77000427246094,168.22000122070312,166.1300048828125,166.9199981689453,40524300
2025-06-25,170.52748107910156,170.67999267578125,172.36000061035156,167.5500030517578,167.6300048828125,35479000
2025-06-26,173.38491821289062,173.5399932861328,173.69000244140625,169.94000244140625,172.42999267578125,31796700
2025-06-27,178.37046813964844,178.52999877929688,178.67999267578125,171.72999572753906,173.5399932861328,108140200
2025-06-30,176.07252502441406,176.22999572753906,181.22999572753906,174.5800018310547,180.77999877929688,63378900
2025-07-01,175.682861328125,175.83999633789062,176.08999633789062,173.52999877929688,175.74000549316406,35904500
2025-07-02,178.48036193847656,178.63999938964844,178.86000061035156,175.07000732421875,175.5399932861328,29128900
2025-07-03,179.36956787109375,179.52999877929688,179.6699981689453,177.0500030517578,178.5,21689700
2025-07-07,176.63201904296875,176.7899932861328,179.3000030517578,175.67999267578125,179.05999755859375,34175600
2025-07-08,174.20419311523438,174.36000061035156,177.9499969482422,172.80999755859375,177.85000610351562,40442500
2025-07-09,176.46217346191406,176.6199951171875,179.44000244140625,172.77000427246094,175.25,43025600
2025-07-10,177.46127319335938,177.6199951171875,178.42999267578125,174.3800048828125,175.6300048828125,29252400
2025-07-11,180.02899169921875,180.19000244140625,181.42999267578125,176.47999572753906,176.7899932861328,34282900
2025-07-14,181.3977508544922,181.55999755859375,183.6699981689453,179.67999267578125,181.00999450683594,32536600
2025-07-15,181.83737182617188,182.0,184.22000122070312,181.60000610351562,182.80999755859375,33448300
2025-07-16,182.80650329589844,182.97000122070312,184.3300018310547,182.02999877929688,183.24000549316406,33104200
2025-07-17,183.41595458984375,183.5800018310547,184.05999755859375,180.47999572753906,182.13999938964844,31992600
2025-07-18,184.89462280273438,185.05999755859375,186.4199981689453,183.7100067138672,185.39999389648438,34014500
2025-07-21,189.9301300048828,190.10000610351562,190.2899932861328,186.14999389648438,186.25,45803100
2025-07-22,191.1690216064453,191.33999633789062,191.64999389648438,187.4600067138672,191.5,44660200
2025-07-23,190.0600128173828,190.22999572753906,192.52999877929688,189.17999267578125,191.5,58681900
2025-07-24,191.99827575683594,192.1699981689453,197.9499969482422,191.0,197.02999877929688,74881700
2025-07-25,193.0073699951172,193.17999267578125,194.3300018310547,191.25999450683594,191.97999572753906,39785900
2025-07-28,192.4079132080078,192.5800018310547,194.0500030517578,190.83999633789062,193.64999389648438,38139500
2025-07-29,195.5750732421875,195.75,195.9199981689453,192.0800018310547,192.42999267578125,41389200
2025-07-30,196.35438537597656,196.52999877929688,197.60000610351562,194.69000244140625,195.60000610351562,32445400
2025-07-31,191.728515625,191.89999389648438,195.99000549316406,191.08999633789062,195.7100067138672,51329200
2025-08-01,188.96099853515625,189.1300048828125,190.8300018310547,187.82000732421875,189.02999877929688,34832200
2025-08-04,194.86570739746094,195.0399932861328,195.27000427246094,190.1199951171875,190.2899932861328,31547400
2025-08-05,194.4960479736328,194.6699981689453,197.86000061035156,193.88999938964844,194.7100067138672,31602300
2025-08-06,195.91476440429688,196.08999633789062,196.6300048828125,193.6699981689453,194.5,21562900
2025-08-07,196.34439086914062,196.52000427246094,197.5399932861328,194.3300018310547,197.05999755859375,26321800
2025-08-08,201.24000549316406,201.4199981689453,202.61000061035156,197.1699981689453,197.22000122070312,39161800
2025-08-11,200.8203887939453,201.0,201.47999572753906,199.07000732421875,200.94000244140625,25832400
2025-08-12,203.15829467773438,203.33999633789062,204.5,200.58999633789062,201.3699951171875,30397900
2025-08-13,201.779541015625,201.9600067138672,204.52999877929688,197.50999450683594,204.1300048828125,28342900
2025-08-14,202.75865173339844,202.94000244140625,204.44000244140625,201.22999572753906,201.5,25230400
2025-08-15,203.71778869628906,203.89999389648438,206.44000244140625,201.27999877929688,203.85000610351562,34931400
2025-08-18,203.3181610107422,203.5,205.27000427246094,202.49000549316406,204.1999969482422,18526600
2025-08-19,201.389892578125,201.57000732421875,203.44000244140625,199.9600067138672,203.02999877929688,24240200
2025-08-20,199.1418914794922,199.32000732421875,201.27999877929688,196.60000610351562,200.72999572753906,28955500
2025-08-21,199.57150268554688,199.75,202.47999572753906,199.42999267578125,199.75,19774600
2025-08-22,205.9058380126953,206.08999633789062,208.5399932861328,201.3000030517578,202.72999572753906,42827000
2025-08-25,208.30369567871094,208.49000549316406,210.52000427246094,205.27999877929688,206.42999267578125,29928900
2025-08-26,206.95489501953125,207.13999938964844,207.85000610351562,205.6999969482422,207.50999450683594,28464100
2025-08-27,207.29458618164062,207.47999572753906,208.91000366210938,205.64999389648438,205.6999969482422,23022900
2025-08-28,211.4508819580078,211.63999938964844,212.22000122070312,206.89999389648438,207.25,32339300
2025-08-29,212.71974182128906,212.91000366210938,214.64999389648438,210.1999969482422,210.50999450683594,39728400
2025-09-02,211.16114807128906,211.35000610351562,211.67999267578125,206.1999969482422,208.44000244140625,47523000
2025-09-03,230.45388793945312,230.66000366210938,231.30999755859375,224.7899932861328,226.2100067138672,103336100
2025-09-04,232.09242248535156,232.3000030517578,232.3699951171875,226.11000061035156,229.64999389648438,51684200
2025-09-05,234.79000854492188,235.0,235.75999450683594,231.89999389648438,232.1999969482422,46588900
2025-09-08,234.0399932861328,234.0399932861328,238.1300048828125,233.6699981689453,235.47000122070312,32474700
2025-09-09,239.6300048828125,239.6300048828125,240.47000122070312,233.22999572753906,234.1699981689453,38061000
2025-09-10,239.1699981689453,239.1699981689453,241.66000366210938,237.85000610351562,238.89999389648438,35141100
2025-09-11,240.3699951171875,240.3699951171875,242.25,236.25,239.8800048828125,30599300
2025-09-12,240.8000030517578,240.8000030517578,242.0800018310547,238.0,240.3699951171875,26771600
2025-09-15,251.61000061035156,251.61000061035156,252.41000366210938,244.66000366210938,244.66000366210938,58383800
2025-09-16,251.16000366210938,251.16000366210938,253.0399932861328,249.47000122070312,252.0800018310547,34109700
2025-09-17,249.52999877929688,249.52999877929688,251.60000610351562,246.27999877929688,251.22000122070312,34108000
2025-09-18,252.02999877929688,252.02999877929688,253.99000549316406,249.8000030517578,251.67999267578125,31239500
2025-09-19,254.72000122070312,254.72000122070312,256.0,251.80999755859375,253.25,55571400
2025-09-22,252.52999877929688,252.52999877929688,255.77999877929688,250.3000030517578,254.42999267578125,32290500
2025-09-23,251.66000366210938,251.66000366210938,254.36000061035156,250.47999572753906,253.0399932861328,26628000
2025-09-24,247.13999938964844,247.13999938964844,252.35000610351562,246.44000244140625,251.66000366210938,28201000
2025-09-25,245.7899932861328,245.7899932861328,246.49000549316406,240.74000549316406,244.39999389648438,31020400
2025-09-26,246.5399932861328,246.5399932861328,249.4199981689453,245.97000122070312,247.07000732421875,18503200
2025-09-29,244.0500030517578,244.0500030517578,251.14999389648438,242.77000427246094,247.85000610351562,32505800
2025-09-30,243.10000610351562,243.10000610351562,243.2899932861328,239.25,242.80999755859375,34724300
2025-10-01,244.89999389648438,244.89999389648438,246.3000030517578,238.61000061035156,240.75,31658200
2025-10-02,245.69000244140625,245.69000244140625,246.80999755859375,242.3000030517578,245.14999389648438,25483300
2025-10-03,245.35000610351562,245.35000610351562,246.3000030517578,241.66000366210938,244.49000549316406,30249600
2025-10-06,250.42999267578125,250.42999267578125,251.32000732421875,244.5800018310547,244.77999877929688,28894700
2025-10-07,245.75999450683594,245.75999450683594,250.44000244140625,245.52000427246094,248.27000427246094,23181300
2025-10-08,244.6199951171875,244.6199951171875,246.00999450683594,243.82000732421875,244.9600067138672,21307100
2025-10-09,241.52999877929688,241.52999877929688,244.75999450683594,239.14999389648438,244.47000122070312,27892100
2025-10-10,236.57000732421875,236.57000732421875,244.08999633789062,235.83999633789062,241.42999267578125,33180300
2025-10-13,244.14999389648438,244.14999389648438,244.5,239.7100067138672,240.2100067138672,24995000
2025-10-14,245.4499969482422,245.4499969482422,247.1199951171875,240.50999450683594,241.22999572753906,22111600
2025-10-15,251.02999877929688,251.02999877929688,252.11000061035156,245.99000549316406,247.25,27007700
2025-10-16,251.4600067138672,251.4600067138672,256.9599914550781,250.10000610351562,251.77000427246094,27997200
2025-10-17,253.3000030517578,253.3000030517578,254.22000122070312,247.80999755859375,250.75999450683594,29671600
2025-10-20,256.54998779296875,256.54998779296875,257.3299865722656,254.22999572753906,254.69000244140625,22350200
2025-10-21,250.4600067138672,250.4600067138672,254.8800048828125,244.14999389648438,254.74000549316406,47312100
2025-10-22,251.69000244140625,251.69000244140625,256.3599853515625,249.2899932861328,254.3699951171875,35029400
2025-10-23,253.0800018310547,253.0800018310547,255.0399932861328,251.85000610351562,252.97999572753906,19901400
2025-10-24,259.9200134277344,259.9200134277344,261.67999267578125,255.32000732421875,256.5799865722656,28655100
2025-10-27,269.2699890136719,269.2699890136719,270.1400146484375,264.2799987792969,264.82000732421875,35235200
2025-10-28,267.4700012207031,267.4700012207031,270.7300109863281,266.5,269.69000244140625,29738600
2025-10-29,274.57000732421875,274.57000732421875,275.3399963378906,267.6700134277344,267.75,43580300
2025-10-30,281.4800109863281,281.4800109863281,291.5899963378906,280.05999755859375,291.5899963378906,74876000
2025-10-31,281.19000244140625,281.19000244140625,286.0,277.0299987792969,283.2099914550781,39267900
2025-11-03,283.7200012207031,283.7200012207031,285.5299987792969,279.79998779296875,282.17999267578125,29786000
2025-11-04,277.5400085449219,277.5400085449219,281.2699890136719,276.260009765625,276.75,30078400
2025-11-05,284.30999755859375,284.30999755859375,286.4200134277344,277.3399963378906,278.8699951171875,31010300
2025-11-06,284.75,284.75,288.3500061035156,281.1400146484375,285.3299865722656,37173600
2025-11-07,278.8299865722656,278.8299865722656,283.7799987792969,275.19000244140625,283.2099914550781,34479600
2025-11-10,290.1000061035156,290.1000061035156,290.79998779296875,282.8599853515625,284.4200134277344,29557300
2025-11-11,291.30999755859375,291.30999755859375,291.9200134277344,287.32000732421875,287.75,19842100
2025-11-12,286.7099914550781,286.7099914550781,292.010009765625,283.69000244140625,291.67999267578125,24829900
2025-11-13,278.57000732421875,278.57000732421875,282.8399963378906,277.239990234375,282.3399963378906,29494000
2025-11-14,276.4100036621094,276.4100036621094,278.55999755859375,270.70001220703125,271.4100036621094,31647200
2025-11-17,285.0199890136719,285.0199890136719,293.95001220703125,283.57000732421875,285.7799987792969,52670200
2025-11-18,284.2799987792969,284.2799987792969,288.79998779296875,278.20001220703125,287.9200134277344,49158700
2025-11-19,292.80999755859375,292.80999755859375,303.80999755859375,286.6300048828125,287.1600036621094,68198900
2025-11-20,289.45001220703125,289.45001220703125,306.4200134277344,288.6700134277344,304.5400085449219,62025200
2025-11-21,299.6600036621094,299.6600036621094,303.9200134277344,293.8500061035156,296.4200134277344,73945800
