DATE_,ADJ CLOSE_9984.T,CLOSE_9984.T,HIGH_9984.T,LOW_9984.T,OPEN_9984.T,VOLUME_9984.T
2025-04-18,6802.0498046875,6810.0,6909.0,6749.0,6870.0,4383300
2025-04-21,6643.2353515625,6651.0,6794.0,6632.0,6790.0,5539400
2025-04-22,6651.22607421875,6659.0,6705.0,6587.0,6618.0,4967000
2025-04-23,6795.05810546875,6803.0,6922.0,6778.0,6909.0,6651200
2025-04-24,7011.8046875,7020.0,7070.0,6953.0,6959.0,8075000
2025-04-25,7214.56787109375,7223.0,7238.0,7145.0,7229.0,7323200
2025-04-28,7161.62939453125,7170.0,7280.0,7170.0,7267.0,4785300
2025-04-30,7155.63671875,7164.0,7233.0,7119.0,7177.0,5679400
2025-05-01,7306.46044921875,7315.0,7392.0,7177.0,7194.0,7444500
2025-05-02,7396.35546875,7405.0,7456.0,7331.0,7389.0,6960300
2025-05-07,7406.34375,7415.0,7487.0,7386.0,7450.0,6199000
2025-05-08,7229.55029296875,7238.0,7294.0,7191.0,7231.0,6719100
2025-05-09,7410.3388671875,7419.0,7499.0,7382.0,7499.0,7707600
2025-05-12,7498.236328125,7507.0,7548.0,7467.0,7489.0,5023300
2025-05-13,7591.12744140625,7600.0,7834.0,7600.0,7807.0,7391900
2025-05-14,7886.7822265625,7896.0,8044.0,7805.0,7950.0,11849400
2025-05-15,7802.88037109375,7812.0,7884.0,7771.0,7820.0,6110900
2025-05-16,7719.97705078125,7729.0,7799.0,7684.0,7714.0,5123000
2025-05-19,7570.15234375,7579.0,7675.0,7571.0,7611.0,5136800
2025-05-20,7590.12890625,7599.0,7711.0,7568.0,7648.0,5728700
2025-05-21,7537.19091796875,7546.0,7648.0,7542.0,7638.0,4675200
2025-05-22,7453.28857421875,7462.0,7528.0,7415.0,7463.0,4815100
2025-05-23,7455.28662109375,7464.0,7538.0,7450.0,7510.0,3954100
2025-05-26,7622.09130859375,7631.0,7657.0,7527.0,7538.0,4773900
2025-05-27,7791.89306640625,7801.0,7815.0,7570.0,7603.0,5134300
2025-05-28,7800.88232421875,7810.0,7975.0,7785.0,7900.0,5956100
2025-05-29,7908.75634765625,7918.0,7953.0,7876.0,7930.0,6965300
2025-05-30,7605.111328125,7614.0,7670.0,7584.0,7618.0,9166200
2025-06-02,7346.41357421875,7355.0,7546.0,7341.0,7530.0,6779100
2025-06-03,7368.38818359375,7377.0,7444.0,7377.0,7430.0,4130500
2025-06-04,7447.2958984375,7456.0,7580.0,7422.0,7430.0,5196300
2025-06-05,7372.38330078125,7381.0,7445.0,7381.0,7392.0,3584100
2025-06-06,7354.404296875,7363.0,7405.0,7341.0,7360.0,3158500
2025-06-09,7720.97607421875,7730.0,7730.0,7428.0,7431.0,8148900
2025-06-10,7899.76708984375,7909.0,7955.0,7776.0,7798.0,10867100
2025-06-11,8070.5673828125,8080.0,8085.0,7951.0,7955.0,10500600
2025-06-12,8050.5908203125,8060.0,8142.0,8016.0,8080.0,6442800
2025-06-13,8282.3193359375,8292.0,8322.0,8081.0,8250.0,17779400
2025-06-16,8489.078125,8499.0,8508.0,8283.0,8290.0,11004800
2025-06-17,8664.873046875,8675.0,8736.0,8565.0,8600.0,10523700
2025-06-18,8680.853515625,8691.0,8691.0,8603.0,8649.0,5804400
2025-06-19,8735.7900390625,8746.0,8768.0,8678.0,8710.0,5380200
2025-06-20,8968.517578125,8979.0,9018.0,8705.0,8743.0,16169600
2025-06-23,8968.517578125,8979.0,8996.0,8807.0,8952.0,9877200
2025-06-24,9468.9326171875,9480.0,9480.0,9194.0,9248.0,15452300
2025-06-25,9305.1240234375,9316.0,9520.0,9155.0,9440.0,11307900
2025-06-26,9818.5244140625,9830.0,9830.0,9547.0,9700.0,16488600
2025-06-27,10068.232421875,10080.0,10145.0,9919.0,9950.0,17713300
2025-06-30,10502.724609375,10515.0,10685.0,10395.0,10500.0,16946200
2025-07-01,10777.4033203125,10790.0,10900.0,10330.0,10415.0,14128300
2025-07-02,10712.4794921875,10725.0,10820.0,10405.0,10450.0,12363400
2025-07-03,10637.5673828125,10650.0,10705.0,10490.0,10650.0,10385800
2025-07-04,10687.5087890625,10700.0,10750.0,10470.0,10635.0,7276600
2025-07-07,10572.642578125,10585.0,10670.0,10430.0,10640.0,4896300
2025-07-08,10477.75390625,10490.0,10530.0,10350.0,10430.0,8969000
2025-07-09,10557.66015625,10570.0,10620.0,10505.0,10575.0,5732400
2025-07-10,10727.4619140625,10740.0,10770.0,10565.0,10580.0,8017300
2025-07-11,10577.63671875,10590.0,10885.0,10590.0,10805.0,6292500
2025-07-14,10248.0224609375,10260.0,10580.0,10260.0,10570.0,5334200
2025-07-15,10452.783203125,10465.0,10475.0,10205.0,10265.0,5338900
2025-07-16,10437.80078125,10450.0,10550.0,10340.0,10445.0,7589600
2025-07-17,10682.5146484375,10695.0,10795.0,10480.0,10625.0,9059900
2025-07-18,11216.8896484375,11230.0,11310.0,10750.0,10775.0,12259800
2025-07-22,11536.5166015625,11550.0,11875.0,11395.0,11520.0,12296900
2025-07-23,11811.1953125,11825.0,11930.0,11405.0,11795.0,12015500
2025-07-24,12135.8154296875,12150.0,12250.0,11910.0,11930.0,10981800
2025-07-25,12190.751953125,12205.0,12485.0,12095.0,12150.0,9845700
2025-07-28,11711.3125,11725.0,12470.0,11705.0,12400.0,9735100
2025-07-29,11546.5048828125,11560.0,11795.0,11510.0,11775.0,5612500
2025-07-30,11486.5751953125,11500.0,11845.0,11475.0,11675.0,5296900
2025-07-31,11796.212890625,11810.0,11985.0,11330.0,11370.0,9433200
2025-08-01,11571.4755859375,11585.0,11650.0,11280.0,11350.0,7107200
2025-08-04,11566.4814453125,11580.0,11635.0,11275.0,11275.0,5918400
2025-08-05,11876.119140625,11890.0,11950.0,11675.0,11720.0,5320200
2025-08-06,12380.5302734375,12395.0,12430.0,11725.0,11800.0,9109500
2025-08-07,12545.3369140625,12560.0,12750.0,12465.0,12500.0,9457900
2025-08-08,13848.8134765625,13865.0,14390.0,12930.0,13000.0,29487800
2025-08-12,14807.693359375,14825.0,14975.0,14420.0,14700.0,23518900
2025-08-13,14852.640625,14870.0,14955.0,14535.0,14945.0,14292100
2025-08-14,15506.8759765625,15525.0,15860.0,14905.0,14940.0,21607000
2025-08-15,16500.71484375,16520.0,16545.0,15610.0,15830.0,20462000
2025-08-18,16685.498046875,16705.0,16965.0,16260.0,16900.0,18244000
2025-08-19,16016.2802734375,16035.0,16995.0,15805.0,16850.0,23860000
2025-08-20,14872.6171875,14890.0,15180.0,14555.0,14800.0,25006000
2025-08-21,14572.9677734375,14590.0,15315.0,14425.0,14775.0,17488300
2025-08-22,14862.62890625,14880.0,14935.0,14550.0,14890.0,10360200
2025-08-25,15387.015625,15405.0,15540.0,15080.0,15500.0,12619100
2025-08-26,15247.1796875,15265.0,15440.0,14985.0,15330.0,10353100
2025-08-27,15397.00390625,15415.0,15575.0,15160.0,15495.0,8565400
2025-08-28,15891.4267578125,15910.0,16045.0,15340.0,15380.0,17108500
2025-08-29,16211.052734375,16230.0,16375.0,15745.0,15910.0,11618800
2025-09-01,15431.9638671875,15450.0,15825.0,15135.0,15775.0,12694900
2025-09-02,15362.044921875,15380.0,15535.0,15150.0,15490.0,7526700
2025-09-03,14552.9912109375,14570.0,15130.0,14505.0,15020.0,11440100
2025-09-04,15491.8935546875,15510.0,15580.0,14865.0,14900.0,12921700
2025-09-05,15521.8583984375,15540.0,15845.0,15320.0,15830.0,9670200
2025-09-08,15846.478515625,15865.0,16145.0,15515.0,15650.0,11175200
2025-09-09,15157.2841796875,15175.0,15795.0,15150.0,15630.0,10236100
2025-09-10,16260.994140625,16280.0,16280.0,15485.0,15530.0,17762100
2025-09-11,17884.09765625,17905.0,18030.0,16800.0,16800.0,29761400
2025-09-12,18208.71875,18230.0,18320.0,17490.0,18150.0,22761600
2025-09-16,18278.63671875,18300.0,18660.0,17900.0,18590.0,14872400
2025-09-17,18038.916015625,18060.0,18305.0,17870.0,18100.0,11295800
2025-09-18,18233.689453125,18255.0,18515.0,17875.0,17965.0,14373400
2025-09-19,18353.548828125,18375.0,18745.0,17875.0,18465.0,21190200
2025-09-22,17909.068359375,17930.0,18465.0,17885.0,18075.0,9753100
2025-09-24,18977.818359375,19000.0,19090.0,18175.0,18235.0,16381800
2025-09-25,19557.142578125,19580.0,19580.0,18695.0,18720.0,18050100
2025-09-26,18823.0,18845.0,19770.0,18755.0,19580.0,16844200
2025-09-29,19040.0,19040.0,19040.0,18555.0,18880.0,10372800
2025-09-30,18685.0,18685.0,18980.0,18535.0,18970.0,8699400
2025-10-01,18240.0,18240.0,19020.0,18170.0,18740.0,12512700
2025-10-02,19295.0,19295.0,19385.0,18880.0,19100.0,13492100
2025-10-03,19980.0,19980.0,20295.0,19505.0,19600.0,15261100
2025-10-06,20800.0,20800.0,20890.0,20200.0,20600.0,16104700
2025-10-07,21030.0,21030.0,21695.0,20810.0,21300.0,14255300
2025-10-08,20610.0,20610.0,21035.0,20415.0,21000.0,12636900
2025-10-09,22965.0,22965.0,23335.0,21500.0,21550.0,32104400
2025-10-10,22245.0,22245.0,23085.0,22020.0,22800.0,21477400
2025-10-14,20880.0,20880.0,22460.0,20645.0,22015.0,24529100
2025-10-15,21945.0,21945.0,22080.0,20620.0,21000.0,18027200
2025-10-16,23830.0,23830.0,23850.0,22250.0,22585.0,25690900
2025-10-17,23030.0,23030.0,23570.0,22865.0,23095.0,18749600
2025-10-20,24985.0,24985.0,24985.0,23545.0,23880.0,24290100
2025-10-21,24920.0,24920.0,25735.0,24290.0,25500.0,36768000
2025-10-22,23700.0,23700.0,24205.0,22080.0,24085.0,44358800
2025-10-23,22595.0,22595.0,23250.0,22100.0,22400.0,22156300
2025-10-24,23880.0,23880.0,23910.0,23170.0,23200.0,20245100
2025-10-27,25470.0,25470.0,25470.0,24140.0,24500.0,23260500
2025-10-28,26290.0,26290.0,26485.0,25005.0,25200.0,24201500
2025-10-29,27315.0,27315.0,27695.0,26630.0,27000.0,23872100
2025-10-30,26300.0,26300.0,27190.0,26005.0,26825.0,27352900
2025-10-31,27065.0,27065.0,27375.0,26390.0,26960.0,18268200
2025-11-04,25160.0,25160.0,27370.0,25100.0,27360.0,22798600
2025-11-05,22640.0,22640.0,23215.0,21540.0,22900.0,34134400
2025-11-06,23300.0,23300.0,23800.0,22100.0,23640.0,21320100
2025-11-07,21700.0,21700.0,22090.0,20950.0,21800.0,22175600
2025-11-10,22255.0,22255.0,22425.0,21555.0,22200.0,15602400
2025-11-11,22695.0,22695.0,23490.0,22245.0,22755.0,17845600
2025-11-12,21910.0,21910.0,22400.0,20415.0,21300.0,27017200
2025-11-13,21170.0,21170.0,21520.0,20540.0,21285.0,18468200
2025-11-14,19780.0,19780.0,20740.0,19270.0,19305.0,31693700
2025-11-17,20340.0,20340.0,20680.0,19640.0,19790.0,16409100
2025-11-18,18820.0,18820.0,20060.0,18800.0,19850.0,19494300
2025-11-19,18825.0,18825.0,19545.0,18570.0,18825.0,20230200
2025-11-20,19180.0,19180.0,20540.0,19120.0,20525.0,22450800
2025-11-21,17090.0,17090.0,17825.0,17020.0,17580.0,22055000
