Date,Open,High,Low,Close,Volume
2025-05-27 00:00:00+00:00,113.175,115.395,112.27,114.56,37885019.0
2025-05-28 00:00:00+00:00,114.915,114.948,112.66,112.86,27483741.0
2025-05-29 00:00:00+00:00,115.485,115.54,112.13,113.03,30572131.0
2025-05-30 00:00:00+00:00,111.584,112.11,108.6154,110.73,36088472.0
2025-06-02 00:00:00+00:00,111.06,114.86,111.01,114.63,34078358.0
2025-06-03 00:00:00+00:00,114.5,117.68,113.28,117.31,37161484.0
2025-06-04 00:00:00+00:00,117.41,119.295,115.73,118.58,31024986.0
2025-06-05 00:00:00+00:00,118.95,119.2448,114.71,115.69,34182902.0
2025-06-06 00:00:00+00:00,117.685,118.38,115.88,116.19,27042083.0
2025-06-09 00:00:00+00:00,119.18,122.3699,119.04,121.73,55437652.0
2025-06-10 00:00:00+00:00,121.105,124.09,120.8,123.24,41691908.0
2025-06-11 00:00:00+00:00,124.44,124.47,119.88,121.14,32261863.0
2025-06-12 00:00:00+00:00,120.615,122.25,118.03,118.5,44718365.0
2025-06-13 00:00:00+00:00,116.045,117.883,115.06,116.16,39702742.0
2025-06-16 00:00:00+00:00,118.635,128.1393,117.78,126.39,100968478.0
2025-06-17 00:00:00+00:00,127.93,130.7,126.58,127.1,86623910.0
2025-06-18 00:00:00+00:00,128.01,129.21,125.77,126.79,49627112.0
2025-06-20 00:00:00+00:00,129.0,132.805,127.55,128.24,79930980.0
2025-06-23 00:00:00+00:00,130.47,133.25,126.82,129.58,65152874.0
2025-06-24 00:00:00+00:00,133.43,138.79,132.93,138.43,78571997.0
2025-06-25 00:00:00+00:00,140.94,144.18,139.46,143.4,74607219.0
2025-06-26 00:00:00+00:00,145.97,146.0,141.91,143.68,58180081.0
2025-06-27 00:00:00+00:00,144.18,147.7504,141.63,143.81,61937853.0
2025-06-30 00:00:00+00:00,144.0,146.0,141.01,141.9,42972468.0
2025-07-01 00:00:00+00:00,138.77,140.23,135.1202,136.11,55257237.0
2025-07-02 00:00:00+00:00,135.53,139.78,135.22,138.52,39227986.0
2025-07-03 00:00:00+00:00,139.11,139.5,137.32,137.91,28645993.0
2025-07-07 00:00:00+00:00,136.56,137.44,133.5,134.8,37395010.0
2025-07-08 00:00:00+00:00,137.32,139.15,135.91,137.82,36124612.0
2025-07-09 00:00:00+00:00,138.69,140.65,137.59,138.41,37013130.0
2025-07-10 00:00:00+00:00,143.0,145.82,141.85,144.16,61101465.0
2025-07-11 00:00:00+00:00,142.6,147.4,141.6,146.42,50049179.0
2025-07-14 00:00:00+00:00,145.09,147.58,141.9,146.24,44718554.0
2025-07-15 00:00:00+00:00,153.75,158.68,153.56,155.61,93370081.0
2025-07-16 00:00:00+00:00,155.31,160.36,152.85,160.08,59492760.0
2025-07-17 00:00:00+00:00,161.81,161.96,158.68,160.41,50605117.0
2025-07-18 00:00:00+00:00,159.59,160.83,155.81,156.99,48859835.0
2025-07-21 00:00:00+00:00,157.62,160.34,156.92,157.0,39021130.0
2025-07-22 00:00:00+00:00,156.2,156.2291,149.34,154.72,49028017.0
2025-07-23 00:00:00+00:00,156.315,159.4485,156.0,158.65,41510896.0
2025-07-24 00:00:00+00:00,159.12,163.93,158.36,162.12,48440112.0
2025-07-25 00:00:00+00:00,163.505,167.175,162.36,166.47,53432260.0
2025-07-28 00:00:00+00:00,169.08,174.7,168.67,173.66,68267835.0
2025-07-29 00:00:00+00:00,175.205,182.31,174.68,177.44,108154838.0
2025-07-30 00:00:00+00:00,175.605,180.37,173.8,179.51,64820291.0
2025-07-31 00:00:00+00:00,182.015,182.5,173.0,176.31,71765285.0
2025-08-01 00:00:00+00:00,170.16,174.4,166.82,171.7,75396130.0
2025-08-04 00:00:00+00:00,174.605,177.86,173.56,176.78,52951044.0
2025-08-05 00:00:00+00:00,177.565,177.99,171.8,174.31,88808520.0
2025-08-06 00:00:00+00:00,165.05,166.18,157.8,163.12,133641835.0
2025-08-07 00:00:00+00:00,166.835,175.75,166.7,172.4,95448310.0
2025-08-08 00:00:00+00:00,174.04,176.48,170.52,172.76,68866692.0
2025-08-11 00:00:00+00:00,170.04,178.82,169.38,172.28,70651033.0
