DATE_,ADJ CLOSE_MSFT,CLOSE_MSFT,HIGH_MSFT,LOW_MSFT,OPEN_MSFT,VOLUME_MSFT
2025-04-23,372.3936462402344,374.3900146484375,380.3900146484375,373.0199890136719,376.05999755859375,20545500
2025-04-24,385.2347412109375,387.29998779296875,388.45001220703125,375.19000244140625,375.70001220703125,22232300
2025-04-25,389.7605285644531,391.8500061035156,392.1600036621094,384.6000061035156,387.0,18973200
2025-04-28,389.0741882324219,391.1600036621094,392.739990234375,386.6400146484375,391.9599914550781,16579400
2025-04-29,391.9388427734375,394.0400085449219,395.1000061035156,390.3800048828125,391.29998779296875,14974000
2025-04-30,393.15234375,395.260009765625,396.6600036621094,384.44000244140625,390.29998779296875,36461100
2025-05-01,423.1316223144531,425.3999938964844,436.989990234375,424.8999938964844,431.1099853515625,58938100
2025-05-02,432.95892333984375,435.2799987792969,439.44000244140625,429.989990234375,431.739990234375,30757400
2025-05-05,433.8442077636719,436.1700134277344,439.5,432.1099853515625,432.8699951171875,20136100
2025-05-06,430.99945068359375,433.30999755859375,437.7300109863281,431.1700134277344,432.20001220703125,15104200
2025-05-07,431.03924560546875,433.3500061035156,438.1199951171875,431.1099853515625,433.8399963378906,23295300
2025-05-08,435.8335876464844,438.1700134277344,443.6700134277344,435.6600036621094,437.92999267578125,23491300
2025-05-09,436.3905334472656,438.7300109863281,440.739990234375,435.8800048828125,440.0,15324200
2025-05-12,446.8644104003906,449.260009765625,449.3699951171875,439.7799987792969,445.94000244140625,22821900
2025-05-13,446.74505615234375,449.1400146484375,450.6700134277344,445.3599853515625,447.7799987792969,23618800
2025-05-14,450.5247802734375,452.94000244140625,453.8999938964844,448.1400146484375,448.1400146484375,19902800
2025-05-15,451.54119873046875,453.1300048828125,456.19000244140625,450.42999267578125,450.7699890136719,21992300
2025-05-16,452.6772155761719,454.2699890136719,454.3599853515625,448.7300109863281,452.04998779296875,23849800
2025-05-19,457.26104736328125,458.8699951171875,459.5899963378906,450.79998779296875,450.8800048828125,21336500
2025-05-20,456.56353759765625,458.1700134277344,458.3399963378906,454.32000732421875,455.5899963378906,15441800
2025-05-21,450.983154296875,452.57000732421875,457.7799987792969,451.80999755859375,454.57000732421875,19216900
2025-05-22,453.26513671875,454.8599853515625,460.25,453.8999938964844,454.95001220703125,18025600
2025-05-23,448.6015625,450.17999267578125,453.69000244140625,448.9100036621094,449.9800109863281,16883500
2025-05-27,459.0746765136719,460.69000244140625,460.95001220703125,456.1199951171875,456.4800109863281,20974300
2025-05-28,455.7563781738281,457.3599853515625,462.5199890136719,456.92999267578125,461.2200012207031,17086300
2025-05-29,457.0717468261719,458.67999267578125,461.7200012207031,455.30999755859375,461.54998779296875,13974800
2025-05-30,458.7458190917969,460.3599853515625,461.67999267578125,455.5400085449219,459.7200012207031,34770500
2025-06-02,460.3502197265625,461.9700012207031,462.1099853515625,456.8900146484375,457.1400146484375,16626500
2025-06-03,461.3467102050781,462.9700012207031,464.1400146484375,460.8599853515625,461.4700012207031,15743800
2025-06-04,462.2435302734375,463.8699951171875,465.69000244140625,463.0199890136719,464.0,14162700
2025-06-05,466.0401611328125,467.67999267578125,469.6499938964844,464.0299987792969,464.9599914550781,20131700
2025-06-06,468.730712890625,470.3800048828125,473.3399963378906,468.7799987792969,470.0899963378906,15285600
2025-06-09,471.0924072265625,472.75,473.42999267578125,468.6199951171875,469.70001220703125,16469900
2025-06-10,469.2688293457031,470.9200134277344,472.79998779296875,466.9599914550781,471.19000244140625,15375900
2025-06-11,470.9628601074219,472.6199951171875,475.4700012207031,469.6600036621094,470.0199890136719,16399200
2025-06-12,477.1909484863281,478.8699951171875,480.4200134277344,473.5199890136719,475.0199890136719,18950600
2025-06-13,473.2946472167969,474.9599914550781,479.17999267578125,472.760009765625,476.4100036621094,16814500
2025-06-16,477.46002197265625,479.1400146484375,480.69000244140625,475.0,475.2099914550781,15626100
2025-06-17,476.3638610839844,478.0400085449219,478.739990234375,474.0799865722656,475.3999938964844,15414100
2025-06-18,478.5561218261719,480.239990234375,481.0,474.4599914550781,478.0,17526500
2025-06-20,475.7261047363281,477.3999938964844,483.4599914550781,476.8699951171875,482.2300109863281,37576200
2025-06-23,484.2959289550781,486.0,487.75,472.510009765625,478.2099914550781,24864000
2025-06-24,488.3915100097656,490.1099853515625,491.8500061035156,486.79998779296875,488.95001220703125,22305600
2025-06-25,490.5439453125,492.2699890136719,494.55999755859375,489.3900146484375,492.0400085449219,17495100
2025-06-26,495.705810546875,497.45001220703125,498.0400085449219,492.80999755859375,492.9800109863281,21578900
2025-06-27,494.20111083984375,495.94000244140625,499.29998779296875,493.0299987792969,497.54998779296875,34539200
2025-06-30,495.66595458984375,497.4100036621094,500.760009765625,495.3299865722656,497.0400085449219,28369000
2025-07-01,490.3247375488281,492.04998779296875,498.04998779296875,490.9800109863281,496.4700012207031,19945400
2025-07-02,489.36810302734375,491.0899963378906,493.5,488.70001220703125,489.989990234375,16319600
2025-07-03,497.0909423828125,498.8399963378906,500.1300048828125,493.44000244140625,493.80999755859375,13984800
2025-07-07,495.974853515625,497.7200012207031,498.75,495.2300109863281,497.3800048828125,13981600
2025-07-08,494.8786926269531,496.6199951171875,498.20001220703125,494.1099853515625,497.239990234375,11846600
2025-07-09,501.74456787109375,503.510009765625,506.7799987792969,499.739990234375,500.29998779296875,18659500
2025-07-10,499.7216796875,501.4800109863281,504.44000244140625,497.75,503.04998779296875,16492100
2025-07-11,501.55523681640625,503.32000732421875,505.0299987792969,497.79998779296875,498.4700012207031,16459500
2025-07-14,501.2562561035156,503.0199890136719,503.9700012207031,501.0299987792969,501.5199890136719,12058800
2025-07-15,504.04644775390625,505.82000732421875,508.29998779296875,502.7900085449219,503.0199890136719,14927200
2025-07-16,503.8471374511719,505.6199951171875,506.7200012207031,501.8900146484375,505.17999267578125,15154400
2025-07-17,509.9058532714844,511.70001220703125,513.3699951171875,505.6199951171875,505.67999267578125,17503100
2025-07-18,508.2616271972656,510.04998779296875,514.6400146484375,507.42999267578125,514.47998046875,21209700
2025-07-21,508.2715759277344,510.05999755859375,512.0900268554688,505.54998779296875,506.7099914550781,14066800
2025-07-22,503.4983825683594,505.2699890136719,511.20001220703125,505.2699890136719,510.9700012207031,13868600
2025-07-23,504.0962829589844,505.8699951171875,506.7900085449219,500.70001220703125,506.75,16396600
2025-07-24,509.0887145996094,510.8800048828125,513.6699829101562,507.29998779296875,508.7699890136719,16107000
2025-07-25,511.9088439941406,513.7100219726562,518.2899780273438,510.3599853515625,512.469970703125,19125700
2025-07-28,510.7030334472656,512.5,515.0,510.1199951171875,514.0800170898438,14308000
2025-07-29,510.7727966308594,512.5700073242188,517.6199951171875,511.55999755859375,515.530029296875,16469200
2025-07-30,511.4404296875,513.239990234375,515.9500122070312,509.44000244140625,515.1699829101562,26380400
2025-07-31,531.62939453125,533.5,555.4500122070312,531.9000244140625,555.22998046875,51617300
2025-08-01,522.2723388671875,524.1099853515625,535.7999877929688,520.8599853515625,535.0,28977600
2025-08-04,533.7619018554688,535.6400146484375,538.25,528.1300048828125,528.27001953125,25349000
2025-08-05,525.8995361328125,527.75,537.2999877929688,527.239990234375,537.1799926757812,19171600
2025-08-06,523.0994262695312,524.9400024414062,531.7000122070312,524.030029296875,530.9000244140625,21355700
2025-08-07,519.0138549804688,520.8400268554688,528.0900268554688,517.5499877929688,526.7999877929688,16079100
2025-08-08,520.2095947265625,522.0399780273438,524.6599731445312,519.4099731445312,522.5999755859375,15531000
2025-08-11,519.9405517578125,521.77001953125,527.5900268554688,519.719970703125,522.2999877929688,20194400
2025-08-12,527.3843383789062,529.239990234375,530.97998046875,522.7000122070312,523.75,18667000
2025-08-13,518.7547607421875,520.5800170898438,532.7000122070312,519.3699951171875,532.1099853515625,19619200
2025-08-14,520.6480102539062,522.47998046875,525.9500122070312,520.1400146484375,522.5599975585938,20269100
2025-08-15,518.3461303710938,520.1699829101562,526.0999755859375,519.0800170898438,522.77001953125,25213300
2025-08-18,515.286865234375,517.0999755859375,522.8200073242188,514.02001953125,521.5900268554688,23760600
2025-08-19,507.98260498046875,509.7699890136719,515.1599731445312,508.54998779296875,515.0,21481000
2025-08-20,503.9468078613281,505.7200012207031,511.0,504.44000244140625,509.8699951171875,27723000
2025-08-21,503.2980041503906,504.239990234375,507.6300048828125,502.7200012207031,503.69000244140625,18443300
2025-08-22,506.2824401855469,507.2300109863281,510.7300109863281,502.4100036621094,504.25,24324200
2025-08-25,503.3179931640625,504.260009765625,508.19000244140625,504.1199951171875,506.6300048828125,21638600
2025-08-26,501.1021423339844,502.0400085449219,504.9800109863281,498.510009765625,504.3599853515625,30835700
2025-08-27,505.7933349609375,506.739990234375,507.2900085449219,499.8999938964844,502.0,17277900
2025-08-28,508.68792724609375,509.6400146484375,511.0899963378906,505.5,507.0899963378906,18015600
2025-08-29,505.7434387207031,506.69000244140625,509.6000061035156,504.489990234375,508.6600036621094,20961600
2025-09-02,504.1763610839844,505.1199951171875,506.0,496.80999755859375,500.4700012207031,18128000
2025-09-03,504.40594482421875,505.3500061035156,507.7900085449219,502.32000732421875,503.7900085449219,16345100
2025-09-04,507.02105712890625,507.9700012207031,508.1499938964844,503.1499938964844,504.29998779296875,15509500
2025-09-05,494.0752868652344,495.0,511.9700012207031,492.3699951171875,509.07000732421875,31994800
2025-09-08,497.2693176269531,498.20001220703125,501.20001220703125,495.0299987792969,498.1099853515625,16771000
2025-09-09,497.4789123535156,498.4100036621094,502.25,497.70001220703125,501.42999267578125,14410500
2025-09-10,499.43524169921875,500.3699951171875,503.2300109863281,496.7200012207031,502.9800109863281,21611800
2025-09-11,500.0740661621094,501.010009765625,503.1700134277344,497.8800048828125,502.25,18881600
2025-09-12,508.94744873046875,509.8999938964844,512.5499877929688,503.8500061035156,506.6499938964844,23624900
2025-09-15,514.397216796875,515.3599853515625,515.469970703125,507.0,508.7900085449219,17143800
2025-09-16,508.08905029296875,509.0400085449219,517.22998046875,508.6000061035156,516.8800048828125,19711900
2025-09-17,509.06719970703125,510.0199890136719,511.2900085449219,505.92999267578125,510.6199951171875,15816600
2025-09-18,507.5001525878906,508.45001220703125,513.0700073242188,507.6600036621094,511.489990234375,18913700
2025-09-19,516.96240234375,517.9299926757812,519.2999877929688,510.30999755859375,510.55999755859375,52474100
2025-09-22,513.4889526367188,514.4500122070312,517.739990234375,512.5399780273438,515.5900268554688,20009300
2025-09-23,508.2787170410156,509.2300109863281,514.5900268554688,507.30999755859375,513.7999877929688,19799600
2025-09-24,509.19696044921875,510.1499938964844,512.47998046875,506.9200134277344,510.3800048828125,13533700
2025-09-25,506.0827941894531,507.0299987792969,510.010009765625,505.0400085449219,508.29998779296875,15786500
2025-09-26,510.5045166015625,511.4599914550781,513.9400024414062,506.6199951171875,510.05999755859375,16213100
2025-09-29,513.6386108398438,514.5999755859375,516.8499755859375,508.8800048828125,511.5,17617800
2025-09-30,516.982421875,517.9500122070312,518.1599731445312,509.6600036621094,513.239990234375,19728200
2025-10-01,518.7391357421875,519.7100219726562,520.510009765625,511.69000244140625,514.7999877929688,22632300
2025-10-02,514.7765502929688,515.739990234375,521.5999755859375,510.67999267578125,517.6400146484375,21222900
2025-10-03,516.3834838867188,517.3499755859375,520.489990234375,515.0,517.0999755859375,15112300
2025-10-06,527.5825805664062,528.5700073242188,531.030029296875,518.2000122070312,518.6099853515625,21388600
2025-10-07,523.0010986328125,523.97998046875,529.7999877929688,521.4400024414062,528.2899780273438,14615200
2025-10-08,523.8695068359375,524.8499755859375,526.9500122070312,523.0900268554688,523.280029296875,13363400
2025-10-09,521.4241333007812,522.4000244140625,524.3300170898438,517.4000244140625,522.3400268554688,18343600
2025-10-10,510.0054626464844,510.9599914550781,523.5800170898438,509.6300048828125,519.6400146484375,24133800
2025-10-13,513.0896606445312,514.0499877929688,516.4099731445312,511.67999267578125,516.4099731445312,14284200
2025-10-14,512.610595703125,513.5700073242188,515.280029296875,506.0,510.2300109863281,14684300
2025-10-15,512.4708251953125,513.4299926757812,517.1900024414062,510.0,514.9600219726562,14694700
2025-10-16,510.65423583984375,511.6099853515625,516.8499755859375,508.1300048828125,512.5800170898438,15559600
2025-10-17,512.62060546875,513.5800170898438,515.47998046875,507.30999755859375,509.0400085449219,19867800
2025-10-20,515.8245239257812,516.7899780273438,518.7000122070312,513.4299926757812,514.6099853515625,14665600
2025-10-21,516.6929321289062,517.6599731445312,518.6900024414062,513.0399780273438,517.5,15586200
2025-10-22,519.5675659179688,520.5399780273438,525.22998046875,517.7100219726562,521.1500244140625,18962700
2025-10-23,519.5875244140625,520.5599975585938,523.9500122070312,518.6099853515625,522.4600219726562,14023500
2025-10-24,522.6318359375,523.6099853515625,525.3499755859375,520.7100219726562,522.7899780273438,15532400
2025-10-27,530.527099609375,531.52001953125,534.5800170898438,529.010009765625,531.780029296875,18734700
2025-10-28,541.057373046875,542.0700073242188,553.719970703125,540.77001953125,550.0,29986700
2025-10-29,540.538330078125,541.5499877929688,546.27001953125,536.72998046875,544.9400024414062,36023000
2025-10-30,524.77783203125,525.760009765625,534.969970703125,522.1199951171875,530.47998046875,41023100
2025-10-31,516.8426513671875,517.8099975585938,529.3200073242188,515.0999755859375,528.8800048828125,34006400
2025-11-03,516.0641479492188,517.030029296875,524.9600219726562,514.5900268554688,519.8099975585938,22374700
2025-11-04,513.3692016601562,514.3300170898438,515.5499877929688,507.8399963378906,511.760009765625,20958700
2025-11-05,506.2125549316406,507.1600036621094,514.8300170898438,506.5799865722656,513.2999877929688,23024300
2025-11-06,496.1713562011719,497.1000061035156,505.70001220703125,495.80999755859375,505.6600036621094,27406500
2025-11-07,495.8918762207031,496.82000732421875,499.3800048828125,493.25,496.95001220703125,24019800
2025-11-10,505.0547180175781,506.0,506.8500061035156,498.79998779296875,500.0400085449219,26101500
2025-11-11,507.7297058105469,508.67999267578125,509.6000061035156,502.3500061035156,504.79998779296875,17980000
2025-11-12,510.1851501464844,511.1400146484375,511.6700134277344,499.1199951171875,509.3599853515625,26574900
2025-11-13,502.34979248046875,503.2900085449219,513.5,501.2900085449219,510.30999755859375,25273100
2025-11-14,509.2268981933594,510.17999267578125,511.6000061035156,497.44000244140625,498.2300109863281,28505700
2025-11-17,506.54193115234375,507.489990234375,512.1199951171875,504.9100036621094,508.45001220703125,19092800
2025-11-18,492.8675537109375,493.7900085449219,502.9800109863281,486.7799987792969,495.3699951171875,33815100
2025-11-19,486.2099914550781,487.1199951171875,495.19000244140625,482.8299865722656,490.1000061035156,23245300
2025-11-20,478.42999267578125,478.42999267578125,493.57000732421875,475.5,492.7099914550781,26802500
2025-11-21,472.1199951171875,472.1199951171875,478.9200134277344,468.2699890136719,478.5,31699600
