Date,Open,High,Low,Close,Volume
2025-05-27 00:00:00+00:00,1195.33,1211.77,1193.09,1211.57,2920469.0
2025-05-28 00:00:00+00:00,1210.27,1215.9101,1206.02,1208.55,1855850.0
2025-05-29 00:00:00+00:00,1208.0,1209.0,1176.28,1184.86,3303079.0
2025-05-30 00:00:00+00:00,1198.33,1211.81,1180.925,1207.23,4696756.0
2025-06-02 00:00:00+00:00,1201.2,1219.3999,1196.2501,1218.98,2294216.0
2025-06-03 00:00:00+00:00,1219.87,1229.57,1211.18,1217.94,2363762.0
2025-06-04 00:00:00+00:00,1220.735,1242.56,1219.88,1239.66,2359381.0
2025-06-05 00:00:00+00:00,1240.6,1262.81,1237.2901,1250.52,2821797.0
2025-06-06 00:00:00+00:00,1259.41,1259.9999,1235.5501,1241.475,2556956.0
2025-06-09 00:00:00+00:00,1238.88,1238.88,1221.57,1224.46,2403117.0
2025-06-10 00:00:00+00:00,1227.52,1227.52,1180.61,1203.62,4454447.0
2025-06-11 00:00:00+00:00,1202.6,1228.29,1196.0101,1219.88,2382280.0
2025-06-12 00:00:00+00:00,1222.59,1230.0,1211.965,1215.03,2084602.0
2025-06-13 00:00:00+00:00,1206.59,1220.62,1201.89,1212.15,2210253.0
2025-06-16 00:00:00+00:00,1212.2,1226.25,1212.2,1225.35,2112797.0
2025-06-17 00:00:00+00:00,1219.95,1232.3569,1216.09,1220.67,1892126.0
2025-06-18 00:00:00+00:00,1229.99,1241.9999,1220.5,1222.29,2281047.0
2025-06-20 00:00:00+00:00,1234.45,1248.4999,1224.349,1231.41,5348193.0
2025-06-23 00:00:00+00:00,1238.025,1254.84,1215.01,1253.54,2667318.0
2025-06-24 00:00:00+00:00,1260.545,1282.571,1255.0,1279.11,2663307.0
2025-06-25 00:00:00+00:00,1286.84,1297.9999,1273.81,1275.25,2146510.0
2025-06-26 00:00:00+00:00,1280.0,1307.34,1280.0,1306.67,2605870.0
2025-06-27 00:00:00+00:00,1306.88,1331.345,1301.0,1323.12,4070857.0
2025-06-30 00:00:00+00:00,1331.0,1341.15,1321.21,1339.13,3282908.0
