Date,Open,High,Low,Close,Volume
2025-05-27 00:00:00+00:00,347.35,363.79,347.32,362.89,120146414.0
2025-05-28 00:00:00+00:00,364.84,365.0,355.91,356.9,91404309.0
2025-05-29 00:00:00+00:00,365.29,367.71,356.0,358.43,88545666.0
2025-05-30 00:00:00+00:00,355.52,363.68,345.29,346.46,123474938.0
2025-06-02 00:00:00+00:00,343.5,348.02,333.33,342.69,81873829.0
2025-06-03 00:00:00+00:00,346.595,355.4,343.04,344.27,99324544.0
2025-06-04 00:00:00+00:00,345.095,345.6,327.3308,332.05,98912075.0
2025-06-05 00:00:00+00:00,322.49,324.5499,273.21,284.7,292818655.0
2025-06-06 00:00:00+00:00,298.83,305.5,291.14,295.14,164747685.0
2025-06-09 00:00:00+00:00,285.955,309.83,281.85,308.58,140908876.0
2025-06-10 00:00:00+00:00,314.94,327.83,310.667,326.09,151256520.0
2025-06-11 00:00:00+00:00,334.395,335.5,322.5,326.43,122611360.0
2025-06-12 00:00:00+00:00,323.075,332.56,316.86,319.11,105127536.0
2025-06-13 00:00:00+00:00,313.97,332.99,313.3,325.31,128964279.0
2025-06-16 00:00:00+00:00,331.29,332.05,326.41,329.13,83925858.0
2025-06-17 00:00:00+00:00,326.09,327.26,314.74,316.35,88282669.0
2025-06-18 00:00:00+00:00,317.31,329.32,315.45,322.05,95137686.0
2025-06-20 00:00:00+00:00,327.95,332.36,317.78,322.16,108688008.0
2025-06-23 00:00:00+00:00,327.54,357.54,327.48,348.68,190716815.0
2025-06-24 00:00:00+00:00,356.17,356.26,340.44,340.47,114736245.0
2025-06-25 00:00:00+00:00,342.7,343.0,320.4,327.55,119845050.0
2025-06-26 00:00:00+00:00,324.61,331.05,323.61,325.78,80440907.0
2025-06-27 00:00:00+00:00,324.51,329.3393,317.495,323.63,89067049.0
2025-06-30 00:00:00+00:00,319.9,325.5799,316.6,317.66,76695081.0
2025-07-01 00:00:00+00:00,298.46,305.89,293.21,300.71,145085665.0
2025-07-02 00:00:00+00:00,312.63,316.832,303.82,315.65,119483730.0
2025-07-03 00:00:00+00:00,317.99,318.45,312.76,315.35,58042302.0
2025-07-07 00:00:00+00:00,291.37,296.15,288.7701,293.94,131177949.0
2025-07-08 00:00:00+00:00,297.0,304.0499,294.35,297.81,103246742.0
